TCM_name;TCM_name_en;Herb_pinyin_name;Herb_latin_name;Properties;Meridian_1;Meridian_2;Meridian_3;Meridian_4;Meridian_5;Meridian_6;UsePart;Function;Indication;Toxicity;Clinical_manifestations;Therapeutic_en_class;Therapeutic_cn_class
蛇葡萄;Ampelopsis;SHE PU TAO;Ampelopsis brevipedunculata;;;;;;;;stem-leaf;To disinhibit urine, clear heat, eliminate inflammation, allay thirst.;Chronic nephritis, hepatitis, pain of hot urine, stomach heat vomiting, wind papules, sore toxin, bleeding due to external injury.;;;;
华桑;Chinese Mulberry;HUA SANG;Morus cathayana;;;;;;;;leaf;See Morus alba.;See Morus alba.;;;;
木通根;Fiveleaf Akebia Root Equivalent plant: Akebia trifoliata var australis, Akebia trifoliata;MU TONG GEN;Akebia quinata;;;;;;;;root;To dispel wind and eliminate damp, move qi and quicken blood, disinhibit urine, resolve toxin.;Wind-damp impediment pain, knocks and falls, amenorrhea, mounting qi , painful swollen testes, distention oppression in stomach duct, inhibited urination, vaginal discharge, snake or insect bites.;;;;
麒麟菜;Muriculate Eucheuma Frond;QI LIN CAI;Eucheuma muricatum;;;;;;;;frond;To clear heat and disperse phlegm.;Phlegm-heat cough, scrofula, goiter and tuberculosis, hemorrhoids.;;;;
香丹;Elephant Gall;XIANG DAN;Elephas maximus;;;;;;;;gall;To clear liver and brighten eyes, resolve toxin and disperse swelling.;Eye screen, gan accumulation, bad breath, swelling of sores.;;;;
云南重楼;Yunnan Manyleaf Paris;YUN NAN CHONG LOU;Paris polyphylla var. yunnanensis;;;;;;;;rhizome;See Paris polyphylla .;See Paris polyphylla .;;;;
草酸;Jerusalemsage;CAO SU;Phlomis umbrosa;;;;;;;;whole herb with root;To dispel wind and transform phlegm, disinhibit damp and eliminate impediment, dispel phlegm, resolve toxin, disperse swelling.;Common cold, cough and abundant phlegm, wind-damp impediment pain, knocks and falls, swelling and toxin of sore and welling abscess.;;;;
毛叶巴豆;Tomentose Caudate Croton;MAO YE BA DOU;Croton caudatus var. tomentosus;;;;;;;;whole herb;To interrupt malaria and settle pain, soothe sinews and quicken blood.;Malaria with ardent fever, fright epilepsy, convulsion, wind-damp impediment pain, fracture, knocks and falls.;;;;
;Setose Asparagus;WEN ZHU;Asparagus setaceus [Syn. Asparagus plumosus];;;;;;;;tuberoid or whole herb;To cool blood and resolve toxin, disinhibit urine and free strangury.;Yin vacuity lung dryness, cough, hemoptysis, dribbling urination.;;;;
;Tomentose Wrightia;YAN MU;Wrightia tomentosa;;;;;;;;root or stem;To resolve toxin and disperse swelling.;Snake bite.;;;;
天南星;Jackinthepulpit Tuber;TIAN NAN XING;Rhizoma Arisaematis;"Warm; Pungent; Bitter";Lung; Spleen; Liver;;;;tuber;To remove damp-phlegm, to dispel wind and arrest convulsions, and to promote the subsidence of induration and swelling.;Wind stroke with congesting phlegm, deviated eyes and mouth, hemiplegia, deadlimb, wind-phlegm dizziness, epilepsy, fright wind, tetanus, spasm, neuralgia, cough with profuse phlegm, swollen welling abscess, scrofula, poisonous snake bite, knocks and falls, carcinoma of uterine cervix.;Extremely Toxic;1. Its aqueous infusion or alcohol extract exerts an anticonvulsive effect in mice.2. Oral administration of its decoction can eliminate phlegm in mice.;Phlegresolving Medicine;化痰药
川木香;Common Vladimiria;CHUAN MU XIANG;Vladimiria souliei [Syn. Jurinea souliei];;;;;;;;root;To move qi and relieve pain.;Distending pain in stomach duct, rumbling intestines and diarrhea, tenesmus, liver gallbladder pain.;;;Regulation of qi;理气
挂金灯跟;Franchet Groundcherry Root;GUA JIN DENG GEN;Physalis alkekengi var. franchetii;;;;;;;;root;To clear heat and disinhibit water.;Malaria, jaundice, mounting qi.;;;;
凤尾爬山虎;Mary Arthromeris;FENG WEI PA SHAN HU;Arthromeris mairei [Syn. Polypodium mairei ];;;;;;;;rhizome;To dispel wind and quicken network vessels, disperse accumulation and free stool, downbear fire, relieve pain, disinhibit urine.;Wind-damp pain in sinew and bone, sciatica, fracture, food accumulation abdominal distention, constipation, red eyes, toothache, headache, inhibited urination, strangury-turbidity.;;;;
中国绣球;Chinese Hydrangea;ZHONG GUO XIU QIU;Hydrangea chinensis;;;;;;;;root;To interrupt malaria, quicken blood and relieve pain, clear heat and disinhibit urine.;Knocks and falls, fracture, malaria, headache, measles papules, dribbling pain of urination.;;;;
胶质鼠尾草;Sticky Clary;JIAO ZHI SHU WEI CAO;Salvia glutinosa;;;;;;;;root;To promote contraction and stanch bleeding.;Blood ejection, hemoptysis, hematochezia.;;;;
祁白芷;Qibaizhi Angelica;QI BAI ZHI;Angelica dahurica cv. qibaizhi;;;;;;;;root;See Angelica taiwaniana.;See Angelica taiwaniana.;;;;
牧马豆;Lanceleaf Thermopsis;MU MA DOU;Thermopsis lanceolata;;;;;;;;whole herb;To relieve cough and dispel phlegm, moisten intestines and free stool.;Cough of phlegm asthma, dry stool.;;;;
华东椴;Japanese Linden;HUA DONG DUAN;Tilia japonica;;;;;;;;flower;See Tilia miqueliana.;See Tilia miqueliana.;;;;
火焰花;Curvedflower Phlogacanthus;HUO YAN HUA;Phlogacanthus curviflorus;;;;;;;;root or whole herb;To clear heat and resolve toxin, interrupt malaria.;Heat toxin swollen welling abscess, malaria.;;;;
两栖蓼;Amphibious Knotweed;LIANG QI LIAO;Polygonum amphibium;;;;;;;;herb;To clear heat and disinhibit damp, resolve toxin.;Edema in lower limb, dysentery, hematuria, tidal fever, vacuity and profuse sweating, clove sore, innominate toxin swelling.;;;;
李核仁;Japanese Plum Kernel;LI HE REN;Prunus salicina;;;;;;;;seed;To dispel stasis, disinhibit water, moisten intestines.;Knocks and falls, blood stasis swelling and pain, ascites, beriberi, intestinal dry and constipation.;;;;
继木;Chinese Loropetalum;JI MU;Loropetalum chinense;;;;;;;;leaf or stem;To clear heat and relieve cough, promote contraction and stanch bleeding.;Angina pectoris, senile bronchitis, indigestion, duodenal bleeding, uterine bleeding, lung heat cough, hemoptysis, spontaneous external bleeding, hematochezia, dysentery, diarrhea, flooding and spotting, infection of skin.;;1. Hemostatic. 2. Its decoction stimulates the uterus of experimental animals in vitro. 3. Its decoction inhibits the growth of Staphylococcus aureus. 4. Increasing coronary flow, dilating the peripheral vessels and being cardiotonic;Bleeding control;止血
杨梅树皮;Chinese Waxmyrtle Bark;YANG MEI SHU PI;Myrica rubra;;;;;;;;bark;To rectify qi and dissipate stasis, eliminate damp, relieve pain.;Dysentery, knocks and falls, eye screen, toothache, burns and scalds, malign scab and lai sore.;;;;
忍冬藤;Japanese Honeysuckle Vine;REN DONG TENG;Lonicera japonica;"Cold; Sweet";Lung; Spleen; Stomach; Heart;;;stem-branch;To clear heat and resolve toxin, free network vessels.;Warm disease fever, swelling toxin of sore and welling abscess, heat toxin blood dysentery, wind-damp-heat impediment.;;;Heat clearence;清热
;Corniculate Spurgentian;HUA MAO;Halenia corniculata;;;;;;;;whole herb;To clear heat and resolve toxin, cool blood and stanch bleeding.;Hepatitis, angiitis, gastroenteritis, infective fever due to external injury, bleeding due to external injury.;;;;
中亚苦蒿;Common Wormwood;ZHONG YA KU HAO;Artemisia absinthium;;;;;;;;leaf and stem with flower;To clear heat and dry damp, expel roundworm, fortify stomach.;Swelling pain in joints, ecze ma titillation, so re toxin of sore and boil, ascariasis, inappetence.;;;;
阿里红;Fomes Officinalis Sporocarp;A LI HONG;Fomes officinalis;;;;;;;;sporocarp;To relieve cough and calm asthma, dispel wind and eliminate damp, disperse swelling and relieve pain, disinhibit urine, resolve snake toxin.;Cough, asthma, chronic rheumatic arthritis, swelling pain in throat, stomachache, urethral stone, periodontitis, edema, poisonous snake bite.;;;;
紫茉莉根;Common Four-o’clock Root;ZI MO LI GEN;Mirabilis jalapa;;;;;;;;root;To clear heat and disinhibit damp, quicken blood and resolve toxin.;Heat strangury, white turbidity, edema, red and white vaginal discharge, swelling pain in joints, swelling toxin of welling abscess and sore, mammary welling abscess, knocks and falls.;;;;
郁李仁;Chinese Dwarf Cherry Seed;YU LI REN;Semen Pruni;"Pungent;  bitter; neutral";Small intestine; large intestine;;;;;ripe seed;To relax the bowels, and to cause diuresis.;Desiccation of liquid and intestine dryness, food accumulation and qi stagnation, abdominal distention and constipation, edema, beriberi, inhibited urination.;;;Laxatives;润下药
小叶枇杷;Savoury Rhododendron;XIAO YE PI PA;Rhododendron anthopogonoides;;;;;;;;leaf;To dispel phlegm, relieve cough, calm asthma.;Cough, asthma, abundant phlegm.;;;;
五灵脂;Trogopterus Dung;WU LING ZHI;Trogopterus xanthipes, Pteromys volans;"Warm; Sweet; Bitter; Salty";Liver;;;;;;dried feces;To quicken blood and relieve pain, transform stasis and stanch bleeding, disperse accumulation and resolve toxin.;Amenorrhea, postpartum blood stasis abdominal pain, flooding, profuse menstruation, incessant red and white vaginal discharge, snake bite, scorpion sting, centipede bite.;;1. Inhibiting the growth of dermatomyces.2. Inhibiting the growth of Bacillus tuberculosis3. Relaxinf the spasm of smooth muscles in experimental animals;Blood activation and stasis removal;活血化淤
乌梅;Smoked Plum;WU MEI;Fructus Mume;"Mild; Sour";Lung; Spleen; Stomach; Liver;;;unripe fruit;To arrest persistent cough, to relieve diarrhea by astringing the intestines, to promote the production of body fluid, and to relieve colic caused by ascaris.;Enduring cough, chronic diarrhea and dysentery, hematuria, hematochezia, flooding and spotting, vacuity heat with vexation and thirst, roundworm reversal with abdominal pain, outcrop of sore and welling abscess.;;1. It possesses a broad-spectrum antibiotic effect and contains citric acid, malic acid, succine acid, tartaric acid and oleanolic acid.2. Paralysing the roundworm in vitro.;Astringent Medicinal;收涩药
;Common Flax;YA MA;Linum usitatissimum;;;;;;;;root, leaf;To calm liver, quicken blood.;Liver wind headache, knocks and falls, swollen welling abscess and clove sores.;;;;
泡桐;Fortune diarrhea;PAO TONG;Paulownia fortunei;;;;;;;;bark;To expel wind and eliminate damp, resolve toxin and disperse swelling.;Wind-damp-heat impediment, strangury, erysipelas, toxin swelling from hemorrhoids, intestinal wind bleeding, swelling pain due to external injury, fracture.;;;;
吐根;Ipecacuanha;TU GEN;Cephaelis ipecacuanha;;;;;;;;root;To dispel phlegm, effuse sweat, promote vomiting, disinhibit gallbladder.;Dysentery.;;;;
油柑叶;Emblic Leafflower Leaf;YOU GAN YE;Phyllanthus emblica;;;;;;;;leaf;To clear heat and resolve toxin, disinhibit damp and disperse swelling.;Mouth sore, clove sore, eczema, dermatitis, edema, hypertension, poisonous snake bite, knocks and falls.;;;;
番石榴皮;Guava Bark;FAN SHI LIU PI;Psidium guajava;;;;;;;;bark;To promote astriction, check diarrhea, close sores.;Damp toxin of scab sore, toothache, sore and boil in children.;;;;
毛白杨;Chinese White Poplar;MAO BAI YANG;Populus tomentosa;;;;;;;;bark or twig;To clear heat and disinhibit damp, relieve cough and transform phlegm.;Hepatitis, dysentery, strangury-turbidity, cough of phlegm asthma.;;;;
谷芽;Millet Sprout;GU YA;"Fructus Setariae Germinatus;Fructus Oryzae germinatus";"Mild; Sweet";Spleen; Stomach;;;;;Setaria italica (L.) Beauv.;Treatment of retention of undigested food with abdominal distension and foul breath, weakness of the spleen and the stomach with anorexia.Fructus Setariae Germinatus (stir-fried):Anorexia.Fructus Setariae Germinatus (charred): Retention of undigested food.;Digestant;;Digestant;Food digestion;消食
峨眉唐松草,峨嵋唐松草;Omei Meadowrue;E MEI TANG SONG CAO;Thalictrum omeiense;;;;;;;;whole herb;To clear heat and resolve toxin, dry damp, interrupt malaria.;Damp-heat jaundice, abdominal pain and diarrhea, red eyes with gall, malaria with chills and fever.;;;;
昆明山海棠;Glaucousback Threewingnut;KUN MING SHAN HAI TANG;Tripterygium hypoglaucum;;;;;;;;root;To dispel wind and eliminate damp, quicken blood and stanch bleeding, soothe sinews and joint bones, resolve toxin and kill worms.;Rheumatic arthritis, wind-damp impediment pain, hemiplegia, mounting qi , dysmenorrhea, profuse menstruation, postpartum abdominal pain, incessant bleeding, acute infectious hepatitis, chronic nephritis, erythematous lupus, fracture, medullitis, bone tuberculosis, epididymis tubercle, sore toxin, psoriasis, neurodermatitis.;;;;
"皂刺;皂角刺";spine of Chinese Honeylocust;"ZAO CI;ZAO JIAO CI";"Spina gleditsiae;Spi gleditsiae";"Warm; Pungent";Lung; Large Intestine;;;;;Gleditsia sinensis Lam.;Treatment of carbuncle and boil at the early stage or formation of abscess difficult to burst, external use for scabies and leprosy. ;1. To relieve carbuncle and drain pus. For the early stage of carbuncle or carbuncle with unruptured abscess. 2. To expel wind and kill parasites. For tinea infection and leprosy.;Toxic;1. To relieve carbuncle and drain pus. For the early stage of carbuncle or carbuncle with unruptured abscess. 2. To expel wind and kill parasites. For tinea infection and leprosy.;"Blood activation and stasis removal;Phlegresolving Medicine";活血化淤化痰
枇杷;Loquat;PI PA;Eriobotrya japonica;;;;;;;;fruit;To moisten lung and precipitate qi, allay thirst.;Lung heat cough asthma, vomiting of sour matter, vexation and thirst.;;;;
华山松;Armand Pine;HUA SHAN SONG;Pinus armandii;;;;;;;;leaf;See Pinus massoniana.;See Pinus massoniana.;;;;
透骨草;Tuberculate Speranskia;TOU GU CAO;Speranskia tuberculata;"Warm; Pungent";Liver; Kidney;;;;;whole herb;To dispel wind and eliminate damp, soothe sinews and quicken blood, relieve pain.;Wind-damp impediment pain, contracture of muscles and joints, beriberi, swelling toxin of sore and lichen.;;;For dispelling wind-dampness;祛风湿
枫香树;Beautiful Sweetgum Leaf;FENG XIANG SHU;Liquidambar formosana [Syn. Liquidambar taiwaniana];;;;;;;;leaf;To move qi and relieve pain, resolve toxin, stanch bleeding.;Pain in stomach duct, abdominal pain due to summerheat damage, dysentery, diarrhea, swollen welling abscess and sores, eczema, blood ejection, hemoptysis, bleeding due to external injury.;;;;
假荆芥;Catnip;JIA JING JIE;Nepeta cataria;;;;;;;;whole herb;To course wind and clear heat, quicken blood and stanch bleeding.;Externally contracted wind-heat, headache and sore pharynx, non-eruption of measles, blood ejection, spontaneous external bleeding, bleeding due to external injury, painful swelling from knocks and falls, poisonous snake bite.;;;;
茜草根;Indian Madder Root Equivalent plant: Rubia schumannina, Rubia tinctorum , Rubia oncotricha, Rubia wallichiana;QIAN CAO GEN;Rubia cordifolia;;;;;;;;root;To cool blood and stanch bleeding, quicken blood and transform stasis.;Bleeding due to blood heat, amenorrhea due to blood stasis, knocks and falls, impediment pain in joints.;;;;
丽江黄芩;Likiang Skullcap;LI JIANG HUANG QIN;Scutellaria likiangensis;;;;;;;;root;See Scutellaria baicalensis.;See Scutellaria baicalensis.;;;;
地不容;Delavay Stephania;DI BU RONG;Stephania delavayi [Syn. Stephania epigaea ];;;;;;;;tuber;To rectify qi and relieve pain, dispel wind-damp, disperse swelling toxin.;Qi stagnation and food accumulation, pain in stomach duct and abdomen, wind-damp impediment pain, swelling toxin of welling abscess and sore, poisonous snake bite.;;;;
云南甘草;Yunnan Licorice;YUN NAN GAN CAO;Glycyrrhiza yunnanensis;;;;;;;;root and rhizome;See Glycyrrhiza uralensis .;See Glycyrrhiza uralensis.;;;;
毛地钱;;MAO DI QIAN;Dumortiera hirsuta;;;;;;;;thallus;To clear heat, draw out toxin, engender flesh.;Heat toxin sore and welling abscess, enduring sores, wound, burns and scalds.;;;;
葱白;Allium bulb, Wild scallion, Chinese green onion;CONG BAI;Bulbus Allii Fistulosi;"Warm; Pungent";Lung; Stomach;;;;;fresh bulb;"1. To release the exterior and cause sweating; 2. To disperse cold by invigorating yang-qi; 3. To alleviate toxins";Wind-cold common cold, yin cold abdominal pain, inhibited urine and stool, dysentery, swelling pain of welling abscess and sore, abdominal pain due to worm accumulation.;;1. Bacteriostatic. 2. Diaphroretic, diuretic and expectorant. Oral use of its volatile oil can stimulate the respiratory and urinary tract and sweat glands and increase their secretion. ;Pungent-Warm Exterior-Releasing Medicinal;辛温解表药
琉璃草;Ceylon Houndstongue;LIU LI CAO;Cynoglossum zeylanicum;;;;;;;;root and leaf;To clear heat and resolve toxin, dissipate stasis and stanch bleeding.;Swelling welling abscess and sore and boil, flooding and spotting, coughing of blood, painful swelling from knocks and falls, bleeding due to external injury, poisonous snake bites.;;;;
